,name,neighborhood,address,latitude,longitude,stars,review_count,categories
103481,"""Pizzeria Fracesco's""",The Strip,"""3300 S Las Vegas Blvd""",36.1245859,-115.1716132,3.5,6,Restaurants;Italian
103490,"""Capriotti's Sandwich Shop""",Southwest,"""11350 Southern Highlands Pkwy""",35.9836695,-115.1901616,2.5,90,Restaurants;Sandwiches
103639,"""Hot N Juicy Crawfish""",Chinatown,"""3863 Spring Mountain Rd""",36.12621721,-115.1913501,4,663,Restaurants;Seafood;Cajun/Creole
103682,"""Grimaldi's Pizzeria""",Southeast,"""9595 S Eastern Ave, Ste 100""",36.0153892,-115.1195612,4,628,Pizza;Restaurants
103768,"""Rock & Reilly's Las Vegas""",The Strip,"""3743 Las Vegas Blvd, Ste 100""",36.10639394,-115.1721221,3.5,41,Irish;Bars;Nightlife;Restaurants;Sports Bars;Irish Pub
103780,"""Checkers""",Downtown,"""1900 E Charleston Blvd""",36.158552,-115.1229655,3.5,9,Restaurants;Fast Food;Burgers
103841,"""Panda Express""",Eastside,"""3825 S Maryland Pky""",36.1194729,-115.1381069,2.5,16,Fast Food;Chinese;Restaurants
103842,"""India Oven""",Eastside,"""1040 E Flamingo Rd""",36.14193014,-115.1534273,3.5,142,Indian;Restaurants;Pakistani
103843,"""Marco's Pizza""",South Summerlin,"""3400 S Hualapai Way""",36.126242,-115.314985,3.5,36,Restaurants;Italian;Chicken Wings;Pizza
103871,"""Polish Deli""",Westside,"""5900 W Charleston Blvd""",36.1599319,-115.2222054,4.5,30,Restaurants;Salad;Sandwiches;Delis
103903,"""Mama's Pizza""",,"""3023 West Flamingo Blvd""",36.11532183,-115.1880311,3,4,Pizza;Restaurants
103924,"""Noodle Pot""",Chinatown,"""4215 Spring Mountain Rd, Ste B112""",36.12539709,-115.1964229,3.5,293,Chinese;Restaurants;Noodles;Taiwanese
103927,"""Afandi Restaurant and Market""",Westside,"""5181 West Charleston, Ste 120""",36.1587759,-115.2095739,4,57,Grocery;Middle Eastern;Restaurants;Food
103929,"""Inca Vs Azteca""",Southwest,"""4780 W Cactus Ave""",35.9990473,-115.2050262,4.5,11,Restaurants;Food Trucks;Food;Peruvian;Mexican
103950,"""Subway""",The Strip,"""3785 Las Vegas Blvd S, Ste 203""",36.1035296,-115.1723424,1,5,Restaurants;Fast Food;Sandwiches
103985,"""Roberto's Taco Shop""",,"""4955 E Craig Rd, Ste 2""",36.240154,-115.065915,3,38,Restaurants;Mexican;Fast Food
103996,"""The Lodge Fort Apache""",Spring Valley,"""5790 S Fort Apache Rd""",36.083395,-115.2972898,3,55,Nightlife;Restaurants;American (Traditional);Bars;Pubs
104041,"""House of Blues - Music Venue""",The Strip,"""3950 Las Vegas Blvd S""",36.0928665,-115.1758683,3.5,847,Musicians;Cajun/Creole;Hotels & Travel;Event Planning & Services;Venues & Event Spaces;Hotels;Bars;Nightlife;American (New);Performing Arts;Restaurants;Music Venues;Arts & Entertainment
104050,"""Volcano Grille""",Spring Valley,"""7150 S Durango Dr, Ste 110""",36.0580926,-115.2783844,4,251,Restaurants;Japanese
104107,"""Egg Works""",Southeast,"""2490 E Sunset Rd""",36.07191803,-115.1172133,4.5,1238,American (Traditional);Restaurants;Breakfast & Brunch
104111,"""TIG BBQ""",,"""3131 W Craig Rd, Ste 100""",36.2381683,-115.1835558,4.5,24,Chicken Wings;Barbeque;Food Trucks;Restaurants;Food;Burgers
104167,"""Jack in the Box""",Sunrise,"""4345 E Charleston Blvd""",36.1585918,-115.0791192,1.5,8,Restaurants;Fast Food
104228,"""Vic & Anthony's Steakhouse""",Downtown,"""129 E Fremont St""",36.17023902,-115.1446098,4.5,600,American (New);American (Traditional);Steakhouses;Seafood;Restaurants
104239,"""Lima Limon""",Westside,"""222 S Decatur Blvd""",36.171017,-115.207055,4,206,Chicken Wings;Peruvian;Restaurants;Seafood
104241,"""Baja Fresh""",The Strip,"""3850 Las Vegas Blvd S""",36.0987307,-115.175777,3.5,49,Salad;Tex-Mex;Mexican;Food;Restaurants;Fast Food;American (Traditional)
104259,"""Arby's Roast Beef Sandwich Restaurants""",Spring Valley,"""4830 S Fort Apache Rd""",36.1016714,-115.2969308,2.5,30,Sandwiches;Restaurants;Fast Food
104261,"""Tia's Cafe""",Westside,"""1717 S Decatur Blvd""",36.150798,-115.2056,4.5,7,Mexican;Restaurants
104263,"""El Rincon de Los Remedios""",,"""923 N Pecos Rd""",36.18163398,-115.0994686,3.5,25,Sports Bars;Food;American (New);Beer;Wine & Spirits;Nightlife;Mexican;Restaurants;Bars
104273,"""Little Caesars Pizza""",,"""1967 N Decatur Blvd, Ste H-2""",36.19480219,-115.20653,1.5,14,Restaurants;Pizza;Fast Food
104275,"""PT's""",,"""4825 W Flamingo Ave, Ste 3""",36.11483163,-115.2067381,3.5,25,Sports Bars;Nightlife;American (New);Bars;Pubs;Restaurants
104307,"""Pizza Hut""",,"""6370 W. Flamingo Road, #17C""",36.115157,-115.2320144,2,33,Pizza;Chicken Wings;Restaurants
104421,"""Chipotle Mexican Grill""",Centennial,"""7170 N Durango Rd, Ste 150""",36.29149928,-115.2873648,3,97,Restaurants;Fast Food;Mexican
104450,"""Cevicheria El Diamante""",Southeast,"""2457 E Tropicana Ave""",36.0998451,-115.1171842,4,52,Mexican;Seafood;Restaurants
104457,"""Lindo Michoacan""",Eastside,"""2655 E Desert Inn Rd""",36.1293621,-115.1135114,4,957,Mexican;Restaurants
104461,"""Taco Bell""",Sunrise,"""1275 South Lamb Blvd""",36.156056,-115.080973,2.5,9,Mexican;Tex-Mex;Restaurants;Fast Food
104505,"""Gyro Time Restaurant""",Westside,"""5239 W Charleston Blvd""",36.15886192,-115.2125563,4,69,Greek;Restaurants;Mediterranean
104697,"""El Taco Feliz""",,"""4755 W Flamingo Rd""",36.115074,-115.2056,3.5,89,Mexican;Restaurants
104709,"""Charlie Palmer Steak""",The Strip,"""3960 S Las Vegas Blvd""",36.0909158,-115.1737761,4,419,American (New);Restaurants;Steakhouses
104744,"""Stack Restaurant & Bar""",The Strip,"""Mirage Hotel & Casino, 3400 Las Vegas Blvd S""",36.12171039,-115.1741891,4,778,Seafood;Restaurants;Steakhouses;American (New)
104760,"""Valerio's Tropical Bake Shop""",Eastside,"""3890 S Maryland Pkwy""",36.1182191,-115.1357269,4,62,Restaurants;Filipino
104832,"""Thrifty Ice Cream""",Southeast,"""5040 Boulder Hwy, Ste 110""",36.09857981,-115.0495758,3,18,Ice Cream & Frozen Yogurt;Food;American (New);Restaurants
104841,"""Frijoles & Frescas Grilled Tacos""",Spring Valley,"""4811 S Rainbow Blvd""",36.10100467,-115.243461,4.5,197,Mexican;Restaurants;Caterers;Event Planning & Services
104842,"""Villa Pizza Durango""",Spring Valley,"""3385 S Durango Dr""",36.128132,-115.279908,4,97,Restaurants;Salad;Pizza;Italian;Sandwiches
104882,"""Arby's""",Northwest,"""4521 N Rancho Dr""",36.2414893,-115.2350977,2.5,14,Fast Food;Sandwiches;American (Traditional);Restaurants
104918,"""Bowlology""",University,"""4680 Maryland Pkwy, Ste 102""",36.1051142,-115.1371136,3.5,47,Gluten-Free;Poke;Vegan;Food;Acai Bowls;Juice Bars & Smoothies;Restaurants
104921,"""Black Bear Diner""",,"""6180 W Tropicana Ave""",36.10028141,-115.2274583,4,947,Breakfast & Brunch;American (Traditional);Restaurants;Diners
105038,"""Osaka Summerlin""",,"""7511 W Lake Mead Blvd""",36.19567313,-115.2573411,2.5,414,Sushi Bars;Salad;Japanese;Restaurants
105064,"""Raising Cane's""",Eastside,"""1120 E Flamingo Rd""",36.1149831,-115.1397985,4,359,American (Traditional);Fast Food;Chicken Shop;Restaurants;Southern;Chicken Wings
105110,"""Truck U Barbeque""",,"""""",36.18,-115.14,4.5,30,Food Trucks;Restaurants;Food;Barbeque
105189,"""Tacos La Carreta""",Spring Valley,"""9010 W Flamingo Rd, Ste A""",36.11544184,-115.2885658,4.5,45,Food;Mexican;American (New);Restaurants
105245,"""Philhouse""",Spring Valley,"""8650 W Tropicana Ave""",36.1008511,-115.2809922,4.5,11,Filipino;Restaurants
105246,"""Juan's Flaming Fajitas & Cantina""",Spring Valley,"""9640 W Tropicana, Ste 101""",36.100509,-115.302689,4.5,1210,Restaurants;Bars;Nightlife;Mexican
105312,"""Pumpkin & Pecan Shish Kabob Shop""",The Strip,"""380 W Sahara Ave""",36.1440399,-115.1627872,2,7,Mediterranean;Restaurants
105332,"""Taco Bell""",Northwest,"""3260 N Durango Rd""",36.21878,-115.27891,2,24,Restaurants;Tex-Mex;Fast Food;Mexican
105338,"""Canaletto Ristorante Veneto""",The Strip,"""The Venetian Resort-Hotel-Casino, 3377 Las Vegas Blvd. South, Ste 2440""",36.1218632,-115.1696491,3.5,49,Pizza;Restaurants;Italian;Seafood
105370,"""50 Shades Of Green""",,"""""",36.1922841,-115.1592718,4.5,21,Restaurants;Caterers;Food Trucks;Sandwiches;Food;Event Planning & Services;Food Delivery Services
105400,"""Pamplemousse Le Restaurant""",Downtown,"""400 E Sahara Ave""",36.144096,-115.152417,4,205,Restaurants;Mediterranean;Seafood;French
105423,"""Roberto's Taco Shop""",Southeast,"""10430 Bermuda Rd, Ste 1""",36.000382,-115.1543777,3,124,Fast Food;Mexican;Restaurants
105515,"""The Grille Inside The Golden Nugget""",Downtown,"""200 S 3rd St""",36.1691036,-115.1441195,3,41,American (Traditional);Restaurants
105570,"""Krung Thai Restaurant""",,"""4130 S Decatur Blvd""",36.1145279,-115.2076743,4,197,Restaurants;Thai
105593,"""Johnny Rockets""",Westside,"""4300 Meadows Ln""",36.172493,-115.197296,3.5,56,American (Traditional);Diners;Sandwiches;Restaurants;Burgers
105621,"""Griff's""",Chinatown,"""3650 S Decatur Blvd""",36.1235575,-115.2075378,4.5,32,Nightlife;Sports Bars;American (Traditional);Restaurants;Bars;Pool Halls
105682,"""Burger King""",Southeast,"""3401 E Tropicana Ave""",36.0995932,-115.1007315,2,6,Restaurants;Fast Food
105722,"""Quiznos""",Southeast,"""5757 Wayne Newton Blvd D, Terminal 1, Gate D33""",36.08108257,-115.1390586,2.5,14,Restaurants;Sandwiches;Fast Food
105731,"""The Phoenix Kitchen""",Westside,"""4213 W Sahara Ave""",36.1440692,-115.1976272,4,8,American (Traditional);Lounges;Gastropubs;Bars;Restaurants;Nightlife;Tapas/Small Plates;American (New);Gay Bars
105775,"""Subway""",Downtown,"""202 Fremont St""",36.1699153,-115.143861,2.5,10,Fast Food;Restaurants;Sandwiches
105805,"""Burger King""",Centennial,"""6091 N Decatur Blvd""",36.27062222,-115.207236,2,22,Restaurants;Fast Food;Burgers;Food
105825,"""Toddy Shop""",Westside,"""238 S Rainbow Blvd""",36.1714276,-115.2450798,5,41,Asian Fusion;American (Traditional);Nightlife;Restaurants;Bars;Bar Crawl;Indian;Dive Bars
105855,"""Subway""",Westside,"""Suncoast Hotel And Casino""",36.17012963,-115.2908726,3.5,5,Fast Food;Sandwiches;Restaurants;Food
105883,"""QDOBA Mexican Eats""",,"""5045 W Tropicana Ave, Unit 115""",36.10010526,-115.2099095,3,60,Caterers;Mexican;Fast Food;Restaurants;Event Planning & Services
105891,"""Café Berlin""",,"""4850 W Sunset Rd""",36.07244699,-115.2071428,4.5,428,German;Restaurants;Cafes
105935,"""Paradise Buffet & Cafe Restaurant""",Downtown,"""200 Fremont St""",36.1710681,-115.1431353,2.5,363,Buffets;Sushi Bars;Restaurants;Breakfast & Brunch
105968,"""Bomb Tacos""",Spring Valley,"""3655 S Durango Dr, Ste 27""",36.12384755,-115.2795743,4.5,135,Restaurants;Mexican
105972,"""Satay Thai Bistro & Bar""",Eastside,"""3900 Paradise Rd, Ste N""",36.11819941,-115.1542528,4,534,Malaysian;Chinese;Restaurants;Thai
106028,"""China Passion""",Northwest,"""5840 W Craig Rd, Ste 110""",36.2394004,-115.223421,4.5,21,Restaurants;Chinese;Food Delivery Services;Food
106150,"""Rickenbackers Cafe""",,"""5941 Fitzgerald Blvd""",36.24203635,-115.0449223,3,6,Restaurants;Cafes
106160,"""Pepe's Tacos 3""",,"""4814 Boulder Hwy""",36.1163187,-115.0693311,3.5,102,Mexican;Restaurants
106372,"""Flatbreadz""",Southeast,"""5757 Wayne Newton Blvd""",36.0847897,-115.1516357,2.5,45,Restaurants;Sandwiches
106375,"""Hot Dog On A Stick""",Eastside,"""3532 S Maryland Pkwy""",36.1252617,-115.1371761,3.5,6,Restaurants;Food;Hot Dogs
106384,"""Viet Bistro""",Spring Valley,"""4145 S Grand Canyon Dr, Ste A-102""",36.1145935,-115.3075135,3.5,119,Ethnic Food;Food;Restaurants;Vietnamese;Specialty Food
106439,"""Ray's Pizzeria and Restaurant""",Westside,"""238 S Rainbow Blvd""",36.1714276,-115.2450798,2.5,12,Pizza;Restaurants
106457,"""Subway""",University,"""4505 S Maryland Pkwy""",36.109511,-115.141935,2.5,10,Restaurants;Sandwiches;Fast Food
106486,"""Ron's Market Eastern European Meat & Deli""",Spring Valley,"""6085 S Fort Apache Rd, Ste 140""",36.0789703,-115.298266,4,54,Delis;Middle Eastern;Meat Shops;Restaurants;Food;Specialty Food;Beer;Wine & Spirits;Mediterranean;Grocery
106519,"""IHOP""",The Strip,"""2210 Las Vegas Blvd S""",36.14573502,-115.1565929,2.5,98,Breakfast & Brunch;Restaurants;American (New);American (Traditional)
106596,"""Bonanno's New York Pizzeria""",The Strip,"""3900 Las Vegas Blvd S""",36.09586302,-115.1762196,2.5,42,Food;Pizza;Restaurants;Italian
106619,"""Bona Pizza""",Eastside,"""4080 Paradise Rd, Ste 8""",36.1152177,-115.1534885,2,13,Restaurants;Pizza
106668,"""Capriotti's Sandwich Shop""",Eastside,"""4480 Paradise Rd""",36.108898,-115.151261,4,368,American (Traditional);Restaurants;Sandwiches
106727,"""Four Kegs Sports Bar""",,"""276 N Jones Blvd, Ste B""",36.17590369,-115.2232618,4,403,Nightlife;Restaurants;American (New);Sports Bars;American (Traditional);Bars
106759,"""Jersey Mike's Subs""",Northwest,"""8410 W Cheyenne""",36.2190477,-115.2769118,4.5,30,Sandwiches;Restaurants;Fast Food;Delis
106781,"""Don Tortaco""",Southwest,"""8520 Blue Diamond Rd, Ste 110""",36.02085206,-115.2773894,2.5,15,Mexican;Restaurants
106844,"""Searsucker""",The Strip,"""3570 Las Vegas Blvd S""",36.116894,-115.174306,4,351,American (New);Bars;Comfort Food;Nightlife;Restaurants
106934,"""Venice Pizza & Subs""",Eastside,"""4080 Paradise Blvd""",36.1152094,-115.1532096,1.5,36,Sandwiches;Italian;Delis;Restaurants;Fast Food;Pizza
107086,"""Laurita's Taco shop""",,"""4620 Boulder Hwy""",36.120766,-115.0743433,4.5,8,Mexican;Event Planning & Services;Restaurants;Fast Food;Caterers;Latin American
107199,"""Egg Works""",Summerlin,"""2025 Village Center Dr""",36.19105968,-115.3042849,4.5,389,American (New);American (Traditional);Breakfast & Brunch;Restaurants
107237,"""Maggiano's Little Italy""",South Summerlin,"""10940 Rosemary Park Dr""",36.15089276,-115.3321446,4,199,Nightlife;Bars;Cocktail Bars;Italian;Restaurants;Desserts;Food
107262,"""Tropical Smoothie Cafe""",Summerlin,"""10260 W Charleston Blvd""",36.1594924,-115.3194631,2.5,104,Juice Bars & Smoothies;Restaurants;Food
107327,"""Taco Bell""",Southeast,"""1810 E. Serene Avenue""",36.020586,-115.127524,2.5,38,Restaurants;Tex-Mex;Fast Food;Mexican
107390,"""Verrazano Pizza""",Southeast,"""2381 E Windmill Ln, Ste 20""",36.0410492,-115.12081,4,102,Pizza;Restaurants
107405,"""Lotus Garden Cuisine""",Spring Valley,"""6435 S Rainbow Blvd""",36.0718741,-115.2435575,3.5,56,Chinese;Restaurants
107416,"""Earl of Sandwich""",,"""4321 W Flamingo Rd""",36.1143517,-115.1961847,4,224,Caterers;Event Planning & Services;Wraps;Food Delivery Services;Sandwiches;Food;Restaurants;Breakfast & Brunch
107465,"""Carl's Jr""",Spring Valley,"""7125 S Rainbow Blvd""",36.0592584,-115.2432525,2.5,29,Fast Food;Restaurants
107477,"""Johnny Rockets""",The Strip,"""3377 S Las Vegas Blvd""",36.1212025,-115.1682999,3,49,American (Traditional);Burgers;Diners;Sandwiches;Restaurants
107508,"""Lucky's Restaurant""",Eastside,"""3150 Paradise Rd""",36.13193741,-115.1520218,3,4,Restaurants;Fast Food
107576,"""17 South Booze & Bites""",Southeast,"""7200 S Las Vegas Blvd""",36.0596893,-115.1715273,3,74,American (New);Restaurants
107755,"""Taqueria El Buen Pastor""",Downtown,"""318 Fremont Street Experience""",36.17011073,-115.1421221,3.5,32,Restaurants;Mexican;Street Vendors;Food;Hot Dogs
107775,"""BARDOT Brasserie""",The Strip,"""3730 Las Vegas Blvd S""",36.10728172,-115.1765478,4.5,686,Cafes;Brasseries;Steakhouses;Restaurants;Hotels & Travel;French;Hostels
107781,"""Rocco's NY Pizzeria""",Summerlin,"""1910 Village Center Cir""",36.19317661,-115.3042259,3.5,95,Pizza;Food;Italian;Restaurants
107898,"""Rollin' Smoke BBQ""",Spring Valley,"""4115 S Grand Canyon Dr, Ste 100""",36.1146528,-115.309789,4,203,Sandwiches;Southern;Barbeque;Restaurants
107956,"""Paymon's Mediterranean Cafe & Lounge""",University,"""4147 S Maryland Pkwy""",36.1136516,-115.1383819,4,555,Greek;Restaurants;Vegetarian;Mediterranean
108150,"""Sun's Thai Food & Jerky""",Northwest,"""4941 W Craig Rd""",36.23800926,-115.2102986,4,248,Thai;Food;Restaurants
108156,"""Applebee's Neighborhood Grill & Bar""",Eastside,"""3340 S Maryland Pkwy""",36.1293298,-115.1362782,3,116,Sports Bars;Nightlife;American (New);Restaurants;American (Traditional);Steakhouses;Burgers;Bars
108175,"""Denny's""",The Strip,"""3001 S Las Vegas Blvd""",36.13292301,-115.1637867,3,143,Diners;American (Traditional);Restaurants;Breakfast & Brunch
108177,"""Little Richies Chicago Style Beef and Dogs at Treasure Island""",The Strip,"""3300 South Las Vegas Blvd""",36.1240302,-115.1711726,2.5,53,Delis;Restaurants;Sandwiches;Hot Dogs
108178,"""Ruth's Chris Steak House""",The Strip,"""Harrah's Las Vegas Hotel & Casino, 3475 Las Vegas Boulevard South""",36.11957566,-115.1721972,4,376,Restaurants;Steakhouses
108179,"""Handel's Homemade Ice Cream & Yogurt""",Spring Valley,"""10170 W Tropicana Ave, Ste 150""",36.10151338,-115.3144339,4.5,264,Bakeries;Juice Bars & Smoothies;Food;Patisserie/Cake Shop;Restaurants;Ice Cream & Frozen Yogurt
108249,"""Panda Express""",Southeast,"""6587 Las Vegas Blvd S""",36.06838973,-115.17891,2,14,Restaurants;Chinese;Fast Food
108255,"""Bao Now""",The Strip,"""300 W Sahara Ave""",36.144089,-115.160774,3.5,38,Food;Restaurants;Chinese;Coffee & Tea;Dim Sum
108270,"""Santa Fe Mining Company""",Northwest,"""5021 N Rainbow Blvd""",36.2525984,-115.2433289,3.5,57,Pubs;Bars;Nightlife;Restaurants;American (Traditional)
108303,"""Fremont Hotel & Casino""",Downtown,"""200 Fremont St""",36.1710681,-115.145324,3,269,Hotels;Restaurants;Casinos;Arts & Entertainment;Event Planning & Services;Hotels & Travel
108322,"""Cafe Modena""",Southeast,"""1725 E Warm Springs Rd, Ste 18""",36.0573012,-115.1285587,3,51,Seafood;Pizza;Sandwiches;Restaurants;Food;Desserts;Italian;American (Traditional)
108324,"""Siegel's 1941""",Downtown,"""600 Fremont St""",36.16884864,-115.1390386,3,142,American (New);Bars;Cocktail Bars;Restaurants;Steakhouses;Nightlife;Breakfast & Brunch;Sandwiches
108383,"""Munch Box""",Spring Valley,"""6105 S Fort Apache Rd""",36.077363,-115.298051,4.5,3,Breakfast & Brunch;Restaurants
108406,"""Dom DeMarco's Pizzeria & Bar""",Westside,"""9785 W Charleston Blvd""",36.15782246,-115.3112019,4,575,Wine Bars;Nightlife;Restaurants;Pizza;Bars;Italian
108425,"""Don Tortaco""",Southwest,"""10450 S Decatur Blvd, Ste 100""",35.999466,-115.2075102,2.5,74,Fast Food;Mexican;Restaurants
108433,"""Grand Lux Cafe""",The Strip,"""3355 Las Vegas Blvd S""",36.121822,-115.168855,4,2490,Desserts;American (New);Sandwiches;American (Traditional);Restaurants;Food
108448,"""Putter's Bar & Grill""",Southeast,"""5025 S Eastern Ave""",36.0979449,-115.1198639,3,4,Bars;Restaurants;Sports Bars;Pool Halls;American (New);Nightlife
108493,"""Rí Rá Irish Pub""",The Strip,"""3950 S Las Vegas Blvd""",36.093715,-115.176623,4,932,Irish;Restaurants;Pubs;Bars;Nightlife
108499,"""Manhattan Pizza II""",,"""4955 E Craig Rd""",36.2400119,-115.065612,3.5,46,Pizza;Restaurants
108557,"""Mary's Hash House""",Westside,"""2605 S Decatur Blvd, Ste 103""",36.142094,-115.209418,4,347,Breakfast & Brunch;Restaurants
108581,"""Topgolf""",Eastside,"""4627 Koval Ln""",36.10599603,-115.1647223,4,706,Active Life;Bars;Golf;American (New);Restaurants;Nightlife
108728,"""Crepe Station""",Sunrise,"""5051 Stewart Ave, Ste 111""",36.16597996,-115.0639202,4.5,37,Coffee & Tea;Creperies;Restaurants;Food;Desserts
108747,"""Dream Cafe & Hookah Bar""",,"""4755 W Flamingo Rd, Unit J""",36.1150339,-115.205624,3.5,15,Nightlife;Restaurants;Hookah Bars;Bars;Cafes
108783,"""Village Pub & Poker""",Southeast,"""8515 S Eastern Ave""",36.0343529,-115.1191623,4,75,Burgers;Arts & Entertainment;Casinos;Bars;Breweries;Restaurants;Salad;Sandwiches;Food;Nightlife;Pubs
108786,"""Rainforest Cafe""",The Strip,"""3717 S Las Vegas Blvd""",36.10887415,-115.1719566,3,186,Restaurants;Party & Event Planning;Cafes;American (Traditional);Event Planning & Services
108884,"""Sushi-ko""",Northwest,"""7101 W Craig Rd""",36.23995447,-115.2496109,3.5,297,Sushi Bars;Restaurants;Teppanyaki;Japanese
108908,"""Green Leaf""",Downtown,"""875 S Grand Central Pkwy""",36.1638289,-115.1568419,3,4,Restaurants
108953,"""District One""",Chinatown,"""3400 S Jones Blvd, Ste 8""",36.1274286,-115.2240719,4,1132,Dive Bars;Seafood;Restaurants;Asian Fusion;Bars;Nightlife;Vietnamese;Sports Bars
108974,"""Chipotle Mexican Grill""",University,"""4530 S Maryland Pkwy""",36.10707963,-115.1370645,3.5,119,Restaurants;Mexican;Fast Food
109033,"""Joes Seafood Prime Steak & Stone Crab""",The Strip,"""3500 Las Vegas Blvd S, Ste R-05""",36.1189332,-115.1737519,4.5,2024,Bars;Seafood;Wine Bars;Nightlife;Steakhouses;Restaurants
